domain,model,temperature,method,k,method_detail,dataset_tag,batch_size,isl,osl,evidence_state,source_kind,source_file,clean_status_match,row_count,label_or_job_examples
Math,Qwen/Qwen3-235B-A22B,1.0,baseline,,baseline,math500 | math500_osl32k_qwen235b_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_baseline
Math,Qwen/Qwen3-235B-A22B,1.0,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen235b_a22b_math500_osl32k_lyris_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260614_temp1rl_math,1,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_row,1,math500_osl32k_qwen235b_eagle3_k3
Math,Qwen/Qwen3-235B-A22B,1.0,eagle3,3,eagle3_k3,math500 | math500_osl32k_qwen235b_eagle3_k3,1,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_eagle3_k3
Math,Qwen/Qwen3-235B-A22B,1.0,eagle3,3,eagle3_k3,math500 | math500_osl32k_qwen235b_eagle3_k3,1,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_eagle3_k3
Math,Qwen/Qwen3-235B-A22B,1.0,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen235b_a22b_math500_osl32k_lyris_tp4_fp8kv_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260614_temp1rl_math,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_row,1,math500_osl32k_qwen235b_eagle3_k3
Math,Qwen/Qwen3-235B-A22B,1.0,eagle3,3,eagle3_k3,math500 | math500_osl32k_qwen235b_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_eagle3_k3
Math,Qwen/Qwen3-235B-A22B,1.0,eagle3,3,eagle3_k3,math500 | math500_osl32k_qwen235b_eagle3_k3,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_eagle3_k3
Math,Qwen/Qwen3-235B-A22B,1.0,pard2,1,official_pard2_k1,math500 | math500_osl32k_qwen235b_official_pard2_k1,1,4096,32768,failed,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_official_pard2_k1
Math,Qwen/Qwen3-235B-A22B,1.0,pard2,1,official_pard2_k1,math500 | math500_osl32k_qwen235b_official_pard2_k1,1,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_official_pard2_k1
Math,Qwen/Qwen3-235B-A22B,1.0,pard2,1,official_pard2_k1,math500 | math500_osl32k_qwen235b_official_pard2_k1,2,4096,32768,failed,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_official_pard2_k1
Math,Qwen/Qwen3-235B-A22B,1.0,pard2,1,official_pard2_k1,math500 | math500_osl32k_qwen235b_official_pard2_k1,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_official_pard2_k1
Math,Qwen/Qwen3-235B-A22B,1.0,pard,5,pard_k5,math_500_data_prompts_20260612.jsonl | qwen235b_a22b_math500_osl32k_lyris_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260614_temp1rl_math,1,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_row,1,math500_osl32k_qwen235b_pard_k5
Math,Qwen/Qwen3-235B-A22B,1.0,pard,5,pard_k5,math500 | math500_osl32k_qwen235b_pard_k5,1,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_pard_k5
Math,Qwen/Qwen3-235B-A22B,1.0,pard,5,pard_k5,math500 | math500_osl32k_qwen235b_pard_k5,1,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_pard_k5
Math,Qwen/Qwen3-235B-A22B,1.0,pard,5,pard_k5,math_500_data_prompts_20260612.jsonl | qwen235b_a22b_math500_osl32k_lyris_tp4_fp8kv_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260614_temp1rl_math,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_row,1,math500_osl32k_qwen235b_pard_k5
Math,Qwen/Qwen3-235B-A22B,1.0,pard,5,pard_k5,math500 | math500_osl32k_qwen235b_pard_k5,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_pard_k5
Math,Qwen/Qwen3-235B-A22B,1.0,pard,5,pard_k5,math500 | math500_osl32k_qwen235b_pard_k5,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_pard_k5
Math,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen235b_a22b_math500_osl32k_lyris_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260614_temp1rl_math,1,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_row,1,math500_osl32k_qwen235b_suffix_k32
Math,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,math500 | math500_osl32k_qwen235b_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_suffix_k32
Math,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,math500 | math500_osl32k_qwen235b_suffix_k32,1,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_suffix_k32
Math,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen235b_a22b_math500_osl32k_lyris_tp4_fp8kv_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260614_temp1rl_math,2,4096,32768,final,metrics,docs/lyris_qwen235b_standalone_temp1rl_20260614_metrics.csv,yes_row,1,math500_osl32k_qwen235b_suffix_k32
Math,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,math500 | math500_osl32k_qwen235b_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_qwen235b_standalone_temp1rl_20260614_manifest.csv,no,1,math500_osl32k_qwen235b_suffix_k32
Math,Qwen/Qwen3-235B-A22B,1.0,suffix,32,suffix_k32,math500 | math500_osl32k_qwen235b_suffix_k32,2,4096,32768,manifest-only,status,docs/lyris_qwen235b_standalone_temp1rl_20260614_status.csv,yes_source_batch_only,1,math500_osl32k_qwen235b_suffix_k32
Math,Qwen/Qwen3-30B-A3B,,baseline,,baseline,math500 | math500_osl32k_qwen30_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_baseline
Math,Qwen/Qwen3-30B-A3B,,baseline,,baseline,math500,1,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107332
Math,Qwen/Qwen3-30B-A3B,,baseline,,baseline,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260612_math,1,4096,32768,partial,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_baseline
Math,Qwen/Qwen3-30B-A3B,,baseline,,baseline,math500 | math500_osl32k_qwen30_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_baseline
Math,Qwen/Qwen3-30B-A3B,,baseline,,baseline,math500,2,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107332
Math,Qwen/Qwen3-30B-A3B,,baseline,,baseline,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260612_math,2,4096,32768,partial,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_baseline
Math,Qwen/Qwen3-30B-A3B,,pard,3,pard_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_pardk3_lyris_pard_offset0_n4_isl4096_osl32768_bs1_2_k3_20260612_math,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_pard_k3
Math,Qwen/Qwen3-30B-A3B,,pard,3,pard_k3,math500 | math500_osl32k_qwen30_pard_k3,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_pard_k3
Math,Qwen/Qwen3-30B-A3B,,baseline,3,pard_k3,math500,1,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107335
Math,Qwen/Qwen3-30B-A3B,,pard,3,pard_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_pardk3_lyris_pard_offset0_n4_isl4096_osl32768_bs1_2_k3_20260612_math,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_pard_k3
Math,Qwen/Qwen3-30B-A3B,,pard,3,pard_k3,math500 | math500_osl32k_qwen30_pard_k3,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_pard_k3
Math,Qwen/Qwen3-30B-A3B,,baseline,3,pard_k3,math500,2,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107335
Math,Qwen/Qwen3-30B-A3B,,pard,5,pard_k5,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_lyris_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260612_math,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_pard_k5
Math,Qwen/Qwen3-30B-A3B,,pard,5,pard_k5,math500 | math500_osl32k_qwen30_pard_k5,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_pard_k5
Math,Qwen/Qwen3-30B-A3B,,baseline,5,pard_k5,math500,1,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107334
Math,Qwen/Qwen3-30B-A3B,,pard,5,pard_k5,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_lyris_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260612_math,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_pard_k5
Math,Qwen/Qwen3-30B-A3B,,pard,5,pard_k5,math500 | math500_osl32k_qwen30_pard_k5,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_pard_k5
Math,Qwen/Qwen3-30B-A3B,,baseline,5,pard_k5,math500,2,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107334
Math,Qwen/Qwen3-30B-A3B,,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260612_math,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_suffix_k32
Math,Qwen/Qwen3-30B-A3B,,suffix,32,suffix_k32,math500 | math500_osl32k_qwen30_suffix_k32,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_suffix_k32
Math,Qwen/Qwen3-30B-A3B,,baseline,32,suffix_k32,math500,1,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107333
Math,Qwen/Qwen3-30B-A3B,,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260612_math,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen30_suffix_k32
Math,Qwen/Qwen3-30B-A3B,,suffix,32,suffix_k32,math500 | math500_osl32k_qwen30_suffix_k32,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen30_suffix_k32
Math,Qwen/Qwen3-30B-A3B,,baseline,32,suffix_k32,math500,2,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107333
Math,Qwen/Qwen3-30B-A3B,0.0,baseline,0,baseline,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_math_temp0_core_home_mount_qwen30ba3b,1,4096,32768,partial,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_source_batch_only,1,math_t00_qwen30ba3b_baseline_bs1_j2136607
Math,Qwen/Qwen3-30B-A3B,0.0,baseline,0,baseline,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_math_temp0_core_home_mount_qwen30ba3b,2,4096,32768,partial,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_source_batch_only,1,math_t00_qwen30ba3b_baseline_bs2_j2136607
Math,Qwen/Qwen3-30B-A3B,0.0,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_math_temp0_core_home_qwen30ba3b,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t00_qwen30ba3b_eagle3_k3_bs1_j2135739
Math,Qwen/Qwen3-30B-A3B,0.0,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_math_temp0_core_home_qwen30ba3b,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t00_qwen30ba3b_eagle3_k3_bs2_j2135739
Math,Qwen/Qwen3-30B-A3B,0.0,pard,3,pard_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_math_temp01_project_qwen30ba3b_t00_publicpard_k3,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t00_qwen30ba3b_pard_k3_bs1_j2139660
Math,Qwen/Qwen3-30B-A3B,0.0,pard,5,pard_k5,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260616_math_temp01_project_qwen30ba3b_t00_publicpard_k5,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t00_qwen30ba3b_pard_k5_bs1_j2139661
Math,Qwen/Qwen3-30B-A3B,0.0,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_math_temp0_core_home_mount_qwen30ba3b,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t00_qwen30ba3b_suffix_k32_bs1_j2136609
Math,Qwen/Qwen3-30B-A3B,0.0,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_math_temp0_core_home_mount_qwen30ba3b,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t00_qwen30ba3b_suffix_k32_bs2_j2136609
Math,Qwen/Qwen3-30B-A3B,1.0,baseline,0,baseline,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_math_temp1_core_home_qwen30ba3b,1,4096,32768,partial,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_source_batch_only,1,math_t10_qwen30ba3b_baseline_bs1_j2135741
Math,Qwen/Qwen3-30B-A3B,1.0,baseline,0,baseline,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260616_math_temp1_core_home_qwen30ba3b,2,4096,32768,partial,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_source_batch_only,1,math_t10_qwen30ba3b_baseline_bs2_j2135741
Math,Qwen/Qwen3-30B-A3B,1.0,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_math_temp1_core_home_qwen30ba3b,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t10_qwen30ba3b_eagle3_k3_bs1_j2135743
Math,Qwen/Qwen3-30B-A3B,1.0,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_math_temp1_core_home_qwen30ba3b,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t10_qwen30ba3b_eagle3_k3_bs2_j2135743
Math,Qwen/Qwen3-30B-A3B,1.0,pard,3,pard_k3,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k3_20260616_math_temp01_project_qwen30ba3b_t10_publicpard_k3,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t10_qwen30ba3b_pard_k3_bs1_j2139662
Math,Qwen/Qwen3-30B-A3B,1.0,pard,5,pard_k5,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_publicpard_pard_offset0_n4_isl4096_osl32768_bs1_2_k5_20260616_math_temp01_project_qwen30ba3b_t10_publicpard_k5,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t10_qwen30ba3b_pard_k5_bs1_j2139663
Math,Qwen/Qwen3-30B-A3B,1.0,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_math_temp1_core_home_qwen30ba3b,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t10_qwen30ba3b_suffix_k32_bs1_j2135742
Math,Qwen/Qwen3-30B-A3B,1.0,suffix,32,suffix_k32,math_500_data_prompts_20260612.jsonl | qwen30ba3b_math500_osl32k_temp01_lyris_suffix_offset0_n4_isl4096_osl32768_bs1_2_k32_arctic_20260616_math_temp1_core_home_qwen30ba3b,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_temp01_home_retry_metrics_live_20260616.csv,yes_row,1,math_t10_qwen30ba3b_suffix_k32_bs2_j2135742
Math,Qwen/Qwen3-8B,,baseline,,baseline,math500 | math500_osl32k_qwen8_baseline,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_baseline
Math,Qwen/Qwen3-8B,,baseline,,baseline,math500,1,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107295
Math,Qwen/Qwen3-8B,,baseline,,baseline,math_500_data_prompts_20260612.jsonl | qwen8_math500_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260612_math,1,4096,32768,partial,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen8_baseline
Math,Qwen/Qwen3-8B,,baseline,,baseline,math500 | math500_osl32k_qwen8_baseline,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_baseline
Math,Qwen/Qwen3-8B,,baseline,,baseline,math500,2,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107295
Math,Qwen/Qwen3-8B,,baseline,,baseline,math_500_data_prompts_20260612.jsonl | qwen8_math500_osl32k_lyris_baseline_offset0_n4_isl4096_osl32768_bs1_2_20260612_math,2,4096,32768,partial,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen8_baseline
Math,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen8_math500_osl32k_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260612_math,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen8_eagle3_k3
Math,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,math500 | math500_osl32k_qwen8_eagle3_k3,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_eagle3_k3
Math,Qwen/Qwen3-8B,,baseline,3,eagle3_k3,math500,1,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107297
Math,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,math_500_data_prompts_20260612.jsonl | qwen8_math500_osl32k_lyris_eagle3_offset0_n4_isl4096_osl32768_bs1_2_k3_20260612_math,2,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen8_eagle3_k3
Math,Qwen/Qwen3-8B,,eagle3,3,eagle3_k3,math500 | math500_osl32k_qwen8_eagle3_k3,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_eagle3_k3
Math,Qwen/Qwen3-8B,,baseline,3,eagle3_k3,math500,2,4096,32768,manifest-only,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107297
Math,Qwen/Qwen3-8B,,baseline,3,official_pard2_k3,math500,1,4096,32768,failed,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107298
Math,Qwen/Qwen3-8B,,pard2,3,official_pard2_k3,math500 | math500_osl32k_qwen8_official_pard2_k3,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_official_pard2_k3
Math,Qwen/Qwen3-8B,,baseline,3,official_pard2_k3,math500,2,4096,32768,failed,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107298
Math,Qwen/Qwen3-8B,,pard2,3,official_pard2_k3,math500 | math500_osl32k_qwen8_official_pard2_k3,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_official_pard2_k3
Math,Qwen/Qwen3-8B,,baseline,5,official_pard2_k5,math500,1,4096,32768,failed,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107302
Math,Qwen/Qwen3-8B,,pard2,5,official_pard2_k5,math500 | math500_osl32k_qwen8_official_pard2_k5,1,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_official_pard2_k5
Math,Qwen/Qwen3-8B,,baseline,5,official_pard2_k5,math500,2,4096,32768,failed,status,docs/lyris_math500_osl32k_status_20260612.csv,no,1,2107302
Math,Qwen/Qwen3-8B,,pard2,5,official_pard2_k5,math500 | math500_osl32k_qwen8_official_pard2_k5,2,4096,32768,manifest-only,manifest,docs/lyris_math500_osl32k_manifest_20260612.csv,no,1,math500_osl32k_qwen8_official_pard2_k5
Math,Qwen/Qwen3-8B,,pard2,3,pard2_k3,math_500_data_prompts_20260612.jsonl | qwen8_math500_osl32k_pard2_official_k3_20260612,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen8_official_pard2_k3
Math,Qwen/Qwen3-8B,,pard2,5,pard2_k5,math_500_data_prompts_20260612.jsonl | qwen8_math500_osl32k_pard2_official_k5_20260612,1,4096,32768,final,metrics,docs/lyris_math500_osl32k_metrics_20260612.csv,no,1,math500_osl32k_qwen8_official_pard2_k5
